,id,cuisine
26644,24653,chinese
33852,23327,cajun_creole
19536,39217,southern_us
6807,15135,british
12456,2132,british
17469,6048,japanese
10843,17618,indian
35046,14604,indian
28955,12307,southern_us
38514,34197,italian
24649,16654,british
29694,19755,mexican
19668,8683,italian
34664,20690,italian
6425,11838,indian
9383,34296,japanese
33397,38961,french
12851,383,southern_us
3274,9760,indian
4219,2461,vietnamese
13742,30278,italian
19582,5773,indian
8773,29985,italian
20590,28017,southern_us
35853,26936,french
39556,28011,french
30349,41215,french
6908,19423,southern_us
13851,35643,korean
2436,26239,british
9518,10803,irish
8261,6796,italian
2654,27826,french
10110,23596,thai
10408,19217,cajun_creole
29328,16094,indian
6073,23887,italian
39188,47444,indian
33004,13836,chinese
2211,29133,french
28263,18794,italian
29610,12725,french
2255,12249,italian
10644,36907,italian
13243,41538,mexican
5491,11442,italian
16840,12108,italian
12870,48970,italian
36307,39815,italian
38214,11354,brazilian
31027,27162,italian
34584,34119,filipino
15723,11410,filipino
34242,18588,indian
29611,1433,mexican
18803,44212,british
3950,23345,british
9563,17322,mexican
12188,18091,italian
26462,22606,mexican
8985,40485,french
32361,28921,italian
10332,352,mexican
31489,20581,chinese
5871,8819,british
9673,279,french
16446,30146,italian
25755,22625,moroccan
28771,17594,mexican
3793,5395,jamaican
31401,41971,indian
4384,31172,cajun_creole
8761,18641,brazilian
568,28111,french
11124,36469,southern_us
4332,16572,filipino
2335,29235,italian
13546,24936,mexican
36566,15659,thai
36947,4225,indian
21741,16728,southern_us
9425,7963,southern_us
6501,25991,greek
33383,23759,italian
19550,12984,cajun_creole
4597,38150,italian
15066,36669,indian
24012,24493,french
28185,16320,indian
15802,1839,greek
7547,28170,chinese
16090,40546,british
15156,7120,vietnamese
37979,43389,mexican
6684,11644,italian
23208,29618,italian
4842,8611,french
26048,43138,greek
33324,35082,british
10032,8092,greek
3536,40778,southern_us
17746,49564,french
1696,14659,indian
16482,10895,italian
17412,24340,italian
37977,1687,indian
16809,37210,british
32881,27163,southern_us
6459,2368,southern_us
13525,1739,indian
24825,12663,chinese
18339,10528,italian
24693,1802,indian
7089,16735,italian
19081,27215,french
32543,45608,italian
39589,33249,korean
7146,37254,filipino
19768,20163,japanese
5442,49092,mexican
17369,47781,italian
9872,24424,greek
37874,47260,filipino
10612,44383,indian
10447,1797,southern_us
26232,30738,japanese
7396,8400,indian
31785,844,french
8502,3428,french
15637,49276,southern_us
20807,39164,french
22088,12586,french
11983,45287,cajun_creole
20683,15677,indian
37145,26891,mexican
38311,20525,cajun_creole
7708,7743,filipino
31474,18669,italian
25542,21668,mexican
8207,44166,southern_us
26294,28261,italian
27730,47921,japanese
10563,14521,indian
4976,21701,southern_us
13882,35766,french
