,id,cuisine
9753,7748,italian
4881,6955,indian
39738,34764,southern_us
25157,5193,spanish
30331,21764,french
39254,39335,italian
25365,9417,vietnamese
25916,20391,british
11263,29385,british
22460,24805,thai
2959,9398,indian
21984,39941,chinese
10000,24680,chinese
24304,35500,mexican
37837,38320,french
23279,48767,southern_us
33530,13960,chinese
8888,16659,mexican
37675,17874,italian
36537,44329,italian
7451,7980,chinese
38208,9742,italian
7159,42166,southern_us
32001,13474,southern_us
28059,30762,korean
28845,44448,italian
14702,31392,thai
30598,40948,french
28473,19026,british
15149,39034,southern_us
13940,37435,jamaican
19621,37519,southern_us
31868,22594,french
12411,13830,southern_us
12618,34661,italian
8300,8928,filipino
25519,45686,indian
4259,35603,italian
19672,5098,italian
33385,27166,french
12459,400,southern_us
25150,5829,mexican
27252,38823,italian
11450,40909,filipino
27607,42751,irish
14006,21213,mexican
1900,5748,italian
18773,32326,chinese
38772,13633,italian
24584,26840,filipino
23445,32750,chinese
36375,19380,mexican
14707,36155,french
13744,44494,indian
19691,36596,mexican
36935,3923,greek
17170,18769,indian
38894,22162,moroccan
5814,15501,chinese
24562,49259,indian
29273,47695,french
34239,48316,southern_us
13429,35586,spanish
36094,35030,chinese
37921,34287,indian
23358,44446,indian
31956,40820,korean
30630,27946,italian
2685,43746,italian
33167,47136,italian
6984,5927,japanese
30083,39230,italian
8853,562,french
1153,35593,southern_us
8270,18363,vietnamese
25391,46001,southern_us
28204,45506,indian
30436,11245,greek
24136,1722,mexican
20247,34450,cajun_creole
27282,34048,italian
16830,41019,southern_us
6312,49027,italian
12217,23583,indian
26055,16988,italian
19301,18564,indian
24840,14697,french
39322,143,italian
38913,26739,mexican
2275,46715,italian
22841,39561,italian
33582,21188,mexican
9632,44186,mexican
13873,36956,french
16839,37247,korean
39031,7984,italian
12668,41447,moroccan
10683,38680,indian
31459,13391,southern_us
32811,38779,irish
7514,32831,italian
32809,30623,southern_us
1209,33645,french
33434,1767,italian
7727,49465,italian
12697,602,moroccan
36355,44952,indian
21461,5579,indian
970,36852,cajun_creole
34214,32188,italian
26753,2741,italian
20779,18614,french
18676,17133,southern_us
17080,28043,french
9809,49333,indian
37158,35026,chinese
24566,12718,chinese
13726,13358,mexican
38969,10842,irish
34469,19850,japanese
25224,24889,italian
5003,34100,southern_us
35960,24617,italian
16107,26229,filipino
23806,15756,french
24190,44027,mexican
32136,6158,cajun_creole
33297,23788,mexican
26547,20129,southern_us
26503,11004,filipino
14028,47293,italian
13050,31599,italian
34717,2788,french
1379,35308,irish
28242,121,chinese
7368,27503,mexican
27904,3834,italian
17942,28322,greek
14110,14594,french
26152,41514,italian
27216,19357,italian
10208,17699,italian
14274,12840,french
23092,34445,southern_us
27742,36421,italian
20959,48746,cajun_creole
8674,45211,french
32559,14298,italian
13513,28293,indian
5151,35573,italian
14744,27904,italian
22942,48200,indian
27031,40117,mexican
36896,36172,french
27822,43261,irish
6764,231,mexican
28688,9908,southern_us
23510,1442,indian
36043,46599,irish
7825,7944,mexican
36392,20784,mexican
15798,8864,mexican
4489,44753,indian
39568,2713,mexican
3484,5522,indian
12340,518,mexican
39742,38785,japanese
38160,7654,italian
5599,16367,southern_us
7621,22071,chinese
32038,32797,italian
31660,48596,spanish
12163,37120,mexican
33341,22131,chinese
31805,27519,french
17613,14559,french
34698,35328,mexican
5115,19363,italian
5439,23069,french
39155,11937,french
10892,4018,cajun_creole
24988,45158,mexican
2161,21164,italian
16218,27120,italian
33013,8835,mexican
30025,19162,italian
29997,43466,mexican
