id,cuisine
21640,italian
43912,southern_us
25106,southern_us
35192,southern_us
11079,italian
23600,japanese
43138,korean
42408,french
26154,chinese
14210,italian
32980,southern_us
48148,filipino
26747,greek
29447,italian
23534,southern_us
3458,mexican
42721,mexican
44882,spanish
23214,italian
40279,italian
44932,korean
14587,french
33219,mexican
27971,chinese
42252,italian
40400,french
3147,french
42685,mexican
11087,mexican
31494,mexican
17078,italian
22275,mexican
42222,southern_us
11259,italian
25902,moroccan
39767,italian
6963,italian
3958,chinese
10504,southern_us
4694,irish
4523,french
23379,japanese
48180,mexican
44410,italian
19910,italian
8569,cajun_creole
49197,french
4977,southern_us
26331,french
8389,mexican
25760,indian
24376,italian
49471,filipino
14196,italian
26347,french
23221,italian
304,italian
24620,mexican
1023,vietnamese
21459,italian
35010,french
24577,italian
38409,greek
45078,italian
46182,spanish
2581,mexican
18808,greek
41967,filipino
27713,mexican
45285,mexican
31966,thai
34775,italian
18412,italian
1577,italian
27244,mexican
30271,southern_us
37237,thai
748,chinese
46294,mexican
34421,southern_us
33262,chinese
1281,southern_us
42512,greek
7222,cajun_creole
2686,mexican
46574,cajun_creole
16200,french
8636,italian
42433,moroccan
31644,cajun_creole
2693,italian
32685,cajun_creole
9344,mexican
13215,french
11059,thai
32291,mexican
10192,greek
42617,chinese
1026,mexican
25263,french
22256,southern_us
42256,french
18811,cajun_creole
1323,southern_us
48043,indian
48780,korean
28014,korean
35026,japanese
28147,italian
26484,mexican
44128,italian
44724,southern_us
4257,southern_us
12242,mexican
30470,italian
11457,italian
8146,mexican
29587,italian
3992,southern_us
9129,french
5470,cajun_creole
21601,indian
9883,thai
3166,italian
44124,southern_us
6668,mexican
34435,cajun_creole
18876,southern_us
34220,irish
17417,southern_us
22945,mexican
892,mexican
49231,french
35078,southern_us
32105,southern_us
13274,mexican
5209,french
46880,italian
18659,italian
24947,chinese
11627,mexican
5390,southern_us
36770,french
34335,irish
44373,mexican
24911,southern_us
40759,greek
2708,japanese
41060,chinese
29915,chinese
8335,mexican
37460,italian
6037,french
41727,italian
16216,irish
47541,italian
42317,italian
2234,vietnamese
40212,mexican
34399,french
5229,french
873,mexican
38984,italian
15610,irish
17026,japanese
12039,italian
32907,chinese
3154,jamaican
4917,italian
40221,mexican
35738,indian
27837,italian
3858,greek
19645,italian
37637,italian
37155,italian
18721,french
38949,southern_us
38544,indian
16093,indian
33079,japanese
14735,mexican
35973,southern_us
33390,southern_us
14124,moroccan
39217,southern_us
5976,british
454,indian
12344,mexican
11918,indian
5143,french
10416,chinese
34761,mexican
46612,korean
13510,italian
5811,mexican
15863,indian
2223,irish
37438,mexican
21531,japanese
12837,japanese
36560,cajun_creole
15186,chinese
17583,italian
39488,french
29737,vietnamese
36901,italian
48930,greek
11646,mexican
13299,southern_us
32524,vietnamese
40739,southern_us
17085,filipino
21291,italian
39340,moroccan
7920,italian
33436,southern_us
25906,italian
13984,jamaican
36359,southern_us
12254,greek
16790,mexican
34576,chinese
27687,vietnamese
39159,thai
42325,mexican
48572,southern_us
202,vietnamese
33731,mexican
28637,greek
13711,mexican
49107,mexican
33558,southern_us
2674,italian
2465,mexican
16902,indian
49365,french
6433,mexican
31564,southern_us
25175,japanese
40270,mexican
18810,chinese
9285,french
18550,mexican
25629,italian
34463,french
11028,russian
17382,italian
20626,indian
36798,italian
15576,mexican
49558,chinese
42131,french
44357,indian
46906,spanish
32180,mexican
11525,mexican
1712,russian
38043,french
26029,southern_us
1380,french
41591,southern_us
5430,italian
30437,italian
25497,mexican
36295,indian
48273,southern_us
12238,jamaican
26153,italian
39544,italian
22,mexican
49628,french
15141,mexican
49321,italian
15454,italian
47755,chinese
12390,southern_us
46618,indian
19400,french
47146,italian
17879,italian
44538,british
24064,french
48563,thai
7698,mexican
29217,mexican
39077,korean
4891,irish
29452,french
37085,vietnamese
3276,italian
44268,indian
29708,southern_us
44879,chinese
48823,french
21338,italian
3298,southern_us
16673,southern_us
13163,italian
1724,mexican
7721,italian
30237,french
39493,thai
34983,greek
8744,moroccan
29313,southern_us
16742,italian
29268,indian
45161,vietnamese
7242,italian
29700,italian
14257,italian
2517,southern_us
12006,mexican
29274,french
1922,southern_us
14654,chinese
46223,mexican
31803,mexican
20461,moroccan
40572,southern_us
36862,italian
39263,southern_us
36101,southern_us
8576,italian
29144,indian
28983,italian
25268,italian
5575,italian
37782,southern_us
6051,italian
30111,italian
20690,italian
25004,italian
45956,italian
24196,italian
12384,mexican
40818,indian
13548,thai
30334,french
38097,italian
34958,mexican
155,korean
47457,indian
30347,indian
28484,italian
39643,italian
31406,italian
26243,southern_us
33275,french
49463,italian
21124,italian
21139,cajun_creole
39103,italian
42033,cajun_creole
18276,spanish
28540,mexican
44599,mexican
3790,italian
36046,mexican
5864,italian
1686,french
24804,vietnamese
44012,italian
26022,thai
22750,cajun_creole
12112,indian
33499,italian
36468,mexican
40500,italian
42011,italian
41415,irish
43162,moroccan
3357,chinese
31960,french
21808,chinese
47509,thai
38530,italian
42626,italian
2497,italian
47233,southern_us
37427,indian
45962,mexican
47232,jamaican
22984,southern_us
4531,brazilian
2269,mexican
8378,filipino
20721,southern_us
8080,french
14465,thai
11397,italian
7161,italian
13975,italian
40068,mexican
46257,italian
43191,italian
6435,french
49206,cajun_creole
42890,southern_us
21766,french
25445,mexican
12575,cajun_creole
41440,italian
5817,chinese
33045,spanish
4217,greek
34071,thai
35024,chinese
32445,korean
41340,mexican
15400,chinese
4298,italian
32054,japanese
45203,vietnamese
32431,italian
13313,southern_us
23853,indian
46916,british
17700,filipino
32948,greek
10351,italian
29642,italian
17328,italian
19774,indian
27828,italian
27927,japanese
6793,mexican
22843,spanish
20063,southern_us
20293,greek
11712,thai
29570,italian
32073,mexican
16995,vietnamese
29294,mexican
36309,indian
1874,thai
31747,cajun_creole
26214,mexican
6609,mexican
32333,indian
33292,southern_us
15135,italian
28935,southern_us
49249,italian
37077,cajun_creole
26499,italian
32537,thai
21586,cajun_creole
27348,french
49643,southern_us
6837,french
3547,cajun_creole
10017,chinese
29650,italian
35476,cajun_creole
8716,chinese
5410,british
15422,southern_us
3041,italian
17094,mexican
41418,italian
6533,french
2423,southern_us
27136,french
19421,southern_us
26401,southern_us
48579,japanese
23203,mexican
22529,italian
7056,italian
38842,italian
31891,southern_us
6062,italian
30850,italian
94,italian
13251,mexican
42979,italian
23022,french
34385,korean
45769,italian
22631,italian
12817,italian
4269,italian
12154,italian
38985,italian
38851,italian
6739,italian
13384,mexican
14227,italian
17870,chinese
34250,greek
2048,mexican
24330,cajun_creole
19849,italian
8723,cajun_creole
8167,cajun_creole
48573,mexican
15672,chinese
33432,russian
13522,british
22601,greek
19171,greek
49557,vietnamese
14871,thai
32853,italian
20434,italian
27272,italian
13847,italian
5200,chinese
11247,italian
35981,indian
14750,mexican
25816,mexican
4165,italian
14078,southern_us
28225,mexican
44485,russian
42613,british
26856,greek
390,italian
29424,italian
1136,italian
41903,southern_us
18528,italian
30733,thai
36796,korean
10655,southern_us
328,italian
7079,french
29581,thai
29873,southern_us
43720,southern_us
9317,southern_us
30060,mexican
14137,italian
33851,greek
19592,italian
11871,indian
45477,southern_us
1924,indian
46187,italian
10682,southern_us
34984,mexican
47047,mexican
31445,indian
27329,vietnamese
23741,italian
9402,southern_us
9213,mexican
3898,mexican
21717,italian
32293,irish
26113,indian
14156,southern_us
2620,korean
16744,mexican
33145,indian
10029,japanese
72,french
30394,japanese
11130,japanese
32352,french
20099,french
8353,mexican
36806,chinese
6905,french
3937,italian
14802,irish
4912,southern_us
1250,southern_us
47337,southern_us
21987,mexican
31492,mexican
5832,southern_us
40460,cajun_creole
1859,mexican
18358,irish
8720,mexican
15705,french
45179,italian
28415,thai
23146,southern_us
32432,mexican
46810,chinese
14466,chinese
31526,italian
9466,indian
44500,mexican
49333,indian
22150,cajun_creole
6315,southern_us
36393,southern_us
15228,southern_us
46232,japanese
19725,french
15574,cajun_creole
30317,italian
41373,japanese
21492,italian
2496,italian
2260,italian
14488,chinese
43446,indian
2635,southern_us
24497,mexican
7067,italian
20330,french
14080,chinese
33223,mexican
33919,vietnamese
12529,mexican
13371,cajun_creole
577,indian
46199,vietnamese
28946,cajun_creole
2623,southern_us
13452,italian
4455,italian
34622,southern_us
33461,mexican
27518,italian
34553,southern_us
35569,mexican
31011,chinese
5364,mexican
28403,thai
12893,indian
7849,indian
20576,japanese
30710,mexican
33849,japanese
18433,japanese
22065,filipino
11485,southern_us
49661,italian
47700,italian
17922,mexican
40883,russian
35384,french
2433,southern_us
3353,italian
31721,chinese
31667,southern_us
25144,british
33022,spanish
18614,southern_us
5294,cajun_creole
38015,cajun_creole
22139,italian
19113,french
522,french
40838,mexican
4618,french
23983,french
27279,filipino
40204,indian
5403,italian
36614,thai
49064,spanish
8673,cajun_creole
45779,italian
34802,italian
40505,italian
34034,moroccan
8598,indian
23530,southern_us
7477,cajun_creole
5152,greek
8255,japanese
37040,italian
9405,irish
9950,italian
49450,italian
14916,mexican
20084,vietnamese
35577,chinese
28606,italian
22078,italian
18524,italian
38788,mexican
5604,italian
32110,mexican
1099,thai
14433,italian
16416,indian
46687,italian
47742,spanish
15283,french
9852,mexican
43358,cajun_creole
41500,thai
25818,cajun_creole
47634,italian
38358,italian
17450,chinese
5383,mexican
40417,chinese
38210,mexican
18385,chinese
20176,southern_us
9068,mexican
26590,irish
39619,mexican
18137,chinese
28936,southern_us
36970,indian
49134,chinese
2709,chinese
14856,french
680,greek
7813,italian
32657,indian
34181,french
20087,chinese
12232,southern_us
39104,french
16398,italian
46048,chinese
38711,mexican
45850,chinese
5603,mexican
16740,mexican
14194,italian
3634,korean
38839,indian
32784,irish
2731,italian
241,mexican
48936,mexican
13147,jamaican
10168,italian
39520,italian
39326,mexican
23827,italian
23159,japanese
13814,french
2395,italian
14308,thai
23468,mexican
25248,mexican
16020,italian
28089,mexican
18320,chinese
29631,french
36701,indian
39234,indian
18818,indian
46609,moroccan
17452,chinese
42379,indian
28520,italian
43705,moroccan
48167,irish
16794,italian
2752,italian
24114,greek
19606,mexican
35118,chinese
28068,italian
45076,thai
19915,italian
21556,italian
30979,southern_us
23156,chinese
37523,filipino
48962,cajun_creole
34152,mexican
43970,italian
23765,moroccan
27691,italian
12262,chinese
28444,japanese
33098,southern_us
40665,filipino
17338,british
15742,southern_us
39786,jamaican
1243,cajun_creole
34506,cajun_creole
37788,indian
20212,chinese
43901,british
46605,italian
20922,italian
11548,korean
45152,italian
12124,french
38517,southern_us
22795,italian
6964,italian
15899,mexican
3316,mexican
42885,mexican
38445,japanese
24206,southern_us
36907,mexican
42775,french
38260,italian
34788,cajun_creole
10287,vietnamese
28101,italian
40594,italian
4587,indian
2158,thai
32147,indian
46806,cajun_creole
15549,irish
27469,filipino
1972,mexican
15114,french
34424,italian
17898,mexican
14326,mexican
36384,moroccan
34051,italian
19965,southern_us
19575,southern_us
6581,mexican
19512,italian
15352,french
42227,chinese
5302,korean
3705,italian
43772,mexican
12649,southern_us
23526,french
4539,french
12730,italian
38088,japanese
4549,vietnamese
44288,italian
15990,indian
10953,italian
18029,indian
47228,korean
45712,chinese
14175,mexican
37992,italian
21098,indian
49692,southern_us
39125,italian
19454,italian
7982,thai
26508,indian
43567,indian
44186,mexican
8722,indian
15014,mexican
12389,mexican
12685,italian
4756,southern_us
17901,mexican
20780,mexican
47849,mexican
3756,italian
30134,chinese
24780,indian
45245,mexican
20122,italian
9986,filipino
29369,mexican
1134,italian
8385,southern_us
49712,indian
4109,cajun_creole
49027,moroccan
17344,italian
40561,mexican
25943,southern_us
7637,french
19383,southern_us
27258,mexican
26335,indian
49090,filipino
36083,southern_us
34148,mexican
11758,japanese
27989,italian
47973,indian
42041,french
28283,vietnamese
29673,thai
33744,italian
8540,italian
35758,vietnamese
30519,italian
23342,chinese
755,korean
47910,mexican
25382,southern_us
31631,italian
43263,mexican
22806,italian
8607,italian
17975,indian
24439,vietnamese
26672,italian
4829,italian
30375,italian
36145,japanese
29918,chinese
8933,italian
15553,moroccan
41318,indian
10239,mexican
19312,mexican
13295,southern_us
46373,greek
30778,mexican
30759,indian
33449,chinese
30196,southern_us
34122,southern_us
7690,southern_us
6933,italian
25994,moroccan
34358,italian
3033,indian
14061,greek
49331,mexican
14829,french
4341,mexican
46234,french
17964,mexican
25358,italian
3394,french
22613,japanese
39202,brazilian
1918,thai
29022,moroccan
48097,japanese
11926,italian
15695,spanish
20404,mexican
44662,southern_us
29751,cajun_creole
7728,mexican
14010,mexican
37558,indian
33059,mexican
1332,italian
958,italian
20278,mexican
13316,greek
32553,chinese
14419,italian
25335,indian
49341,mexican
906,mexican
34911,jamaican
1435,italian
30213,mexican
11502,indian
6000,cajun_creole
8126,japanese
34303,mexican
35426,mexican
46100,indian
9826,french
2414,southern_us
46945,mexican
8802,chinese
36759,italian
