,id,cuisine
10744,22765,mexican
9192,36750,mexican
26338,8028,italian
1249,37757,italian
36042,12637,mexican
14365,26321,southern_us
28857,44678,southern_us
5575,42180,thai
35149,1019,indian
32824,47098,italian
14966,19684,chinese
6378,7110,italian
3186,36152,mexican
21076,26685,indian
6870,8303,french
20046,3575,chinese
1042,5161,french
32126,39950,chinese
10397,41486,korean
13873,36956,indian
22851,40209,french
12167,30563,moroccan
25095,10112,italian
5886,32812,mexican
25814,6694,mexican
5848,35587,chinese
20025,3894,korean
15380,42604,korean
27433,40337,french
27918,31731,italian
25169,32447,mexican
36002,5353,italian
32381,48083,french
27534,41169,french
32150,42096,british
9583,49217,thai
9786,33352,thai
14400,33980,greek
31323,16975,italian
34027,47155,italian
19371,25456,brazilian
33925,7705,french
37710,2735,italian
15520,35674,thai
9470,9050,southern_us
39018,48367,mexican
189,29801,chinese
38595,24574,mexican
205,26061,chinese
31515,39229,chinese
7863,40226,mexican
23511,48097,japanese
19568,2696,chinese
4113,4060,mexican
19602,47395,mexican
31287,33885,greek
9059,18632,russian
3240,10106,japanese
2634,2485,irish
9132,15763,russian
37016,32550,italian
34974,12125,cajun_creole
182,14970,chinese
7422,5667,italian
15317,30983,french
7450,17937,italian
11791,43859,southern_us
12708,30478,greek
8088,6682,french
2750,13922,southern_us
5793,13010,korean
22138,3469,mexican
8031,48029,greek
12858,906,mexican
5720,42475,italian
30740,4717,italian
4934,40295,chinese
36442,3731,mexican
12427,19711,italian
38823,26054,italian
24490,22189,thai
30828,44450,spanish
37823,26228,italian
11266,297,southern_us
2330,45168,italian
26951,2435,filipino
32093,4443,italian
39317,48557,southern_us
12732,29475,filipino
38484,21336,vietnamese
28123,36193,british
22407,10657,mexican
23473,31919,french
30810,32888,italian
12934,15577,greek
16737,9115,italian
21930,14945,southern_us
22880,23890,japanese
6255,39879,italian
38776,32850,spanish
34165,39656,italian
5159,15902,southern_us
33775,41284,italian
33450,19373,italian
26067,3042,chinese
27112,16820,mexican
19778,7548,italian
29385,18289,mexican
30441,24633,indian
7036,43429,french
1212,40439,japanese
25312,47525,chinese
3172,5433,french
4421,2549,indian
11635,37595,indian
8536,1665,vietnamese
26017,33000,japanese
28211,27582,filipino
30341,30302,cajun_creole
34143,29620,mexican
31557,27936,indian
37256,2614,italian
14333,15733,mexican
15285,12467,cajun_creole
39367,6420,vietnamese
9013,41941,moroccan
29817,38713,italian
13500,22058,italian
24387,25354,mexican
13825,22417,mexican
19381,15856,italian
11391,8108,southern_us
24062,5199,french
12530,34335,irish
952,2177,italian
31428,9466,moroccan
6565,12255,greek
24225,30194,mexican
15404,935,italian
23816,9193,mexican
30826,34111,italian
39369,43380,southern_us
10583,26950,chinese
7353,43274,irish
5925,12269,moroccan
3885,24978,southern_us
37555,28019,chinese
26456,30102,mexican
