,id,cuisine
30561,13940,mexican
9777,5525,italian
29834,35868,italian
36529,13428,italian
7833,42665,southern_us
15029,16856,southern_us
2099,25629,french
34056,33314,mexican
21074,12626,italian
35366,40148,italian
16542,47431,italian
13410,13199,italian
27949,2178,greek
36284,18412,italian
650,11086,southern_us
24157,31342,thai
21413,34923,chinese
23759,44941,chinese
9120,3991,chinese
2320,11895,moroccan
33420,3266,mexican
32348,42761,mexican
33604,21815,filipino
33407,6134,filipino
30142,26588,indian
15095,10145,vietnamese
28931,12575,cajun_creole
10776,46565,mexican
23372,11921,indian
9180,7675,mexican
25591,12928,spanish
15704,27998,chinese
3312,12318,british
23209,47117,filipino
11207,24494,italian
9482,5533,italian
39652,32714,thai
19034,35392,chinese
11050,37917,italian
34751,9836,mexican
11345,7240,japanese
35003,34231,indian
13067,6778,italian
97,46905,indian
2780,28080,brazilian
2310,46153,chinese
15242,27497,french
10722,23058,southern_us
2576,25330,mexican
25980,15922,southern_us
16989,34792,french
13467,12961,japanese
14175,45289,british
11870,35966,greek
21355,31053,spanish
24350,40710,mexican
38132,5323,korean
20842,20242,mexican
10600,21217,mexican
39398,38859,southern_us
8619,1012,southern_us
7439,48445,indian
14552,42620,mexican
10444,22101,french
13706,46669,southern_us
14971,2854,spanish
17081,43344,chinese
18070,36380,italian
23083,20660,mexican
13040,38153,mexican
19839,12564,italian
37973,48293,thai
25485,39943,chinese
23625,15646,thai
7899,2285,thai
4134,37386,mexican
37599,27852,mexican
31238,10204,italian
35541,9181,italian
5200,37847,mexican
17249,47356,french
27898,31778,mexican
2397,16985,italian
2550,1356,chinese
23401,21321,chinese
16489,42864,mexican
38241,24148,chinese
10013,42600,chinese
37234,9425,indian
25397,21669,italian
35324,47819,cajun_creole
12017,16674,mexican
5572,30892,southern_us
29851,42557,thai
37862,32860,mexican
7277,36056,italian
37949,32282,korean
11446,48585,mexican
39502,30767,italian
37638,46182,spanish
24054,46701,italian
36861,2311,french
30285,35651,southern_us
7595,37911,southern_us
16684,38515,italian
29872,46304,italian
4356,12975,italian
35270,11414,french
5667,16869,indian
10751,30548,mexican
16557,35003,indian
7996,291,italian
35585,12703,mexican
31833,31093,italian
33857,34300,southern_us
9668,41991,mexican
22638,28363,italian
10082,19889,british
8234,9137,thai
11081,26399,indian
39305,35637,italian
39015,48307,chinese
13371,34808,french
25291,21269,southern_us
17769,1724,mexican
9904,22520,moroccan
12061,44781,mexican
38503,733,brazilian
38448,24895,mexican
37842,30016,mexican
2955,21133,irish
30845,522,french
30589,26081,brazilian
35938,43892,thai
33673,27546,italian
27574,33213,mexican
13395,38129,italian
25303,42151,southern_us
21339,25249,french
14264,48266,brazilian
1172,38399,italian
11780,3361,southern_us
12046,33981,italian
17474,30017,mexican
34310,20656,thai
19348,28093,indian
9163,16683,mexican
20031,264,italian
24125,9761,southern_us
13987,29591,chinese
38557,38393,mexican
314,38433,chinese
32198,39334,italian
1752,48909,mexican
2672,14951,british
11557,15237,greek
11240,21971,british
3068,21578,southern_us
22599,24747,italian
6841,6373,mexican
26395,28607,chinese
4252,16368,cajun_creole
39035,27327,french
20051,8896,mexican
29294,7460,spanish
32266,43079,italian
7424,40964,chinese
6409,20787,southern_us
18595,7037,italian
188,26415,southern_us
27911,22924,chinese
29196,1481,korean
20319,772,mexican
24186,27917,italian
18982,48702,moroccan
15671,13814,italian
38,17610,mexican
7998,3713,french
6737,21357,italian
12383,37268,chinese
30084,32065,thai
35242,26470,southern_us
9478,30196,mexican
37006,20434,italian
3855,9399,italian
22162,9290,southern_us
17374,39195,spanish
10871,7288,mexican
35089,258,british
8215,31156,korean
15984,46265,italian
29854,28787,southern_us
34288,41609,mexican
18329,38095,chinese
23917,40812,southern_us
27666,34017,jamaican
37214,492,cajun_creole
6095,40105,french
36165,31524,british
23930,3255,vietnamese
31645,30381,cajun_creole
2980,34826,vietnamese
11456,49294,french
11322,15561,southern_us
4897,36901,italian
33278,39971,italian
722,45120,italian
25698,17631,southern_us
31469,12331,mexican
19676,30195,mexican
24423,48730,mexican
19032,46224,chinese
12216,3121,french
723,6860,southern_us
16357,15966,spanish
2247,16233,italian
28547,13035,mexican
4946,48835,mexican
16627,7973,greek
22019,28311,mexican
25921,37984,brazilian
5272,27556,greek
7921,26862,italian
13874,17909,french
23243,30676,indian
13437,29623,italian
12282,34434,filipino
9790,14547,mexican
17296,31399,southern_us
21876,45454,italian
30695,26858,italian
20102,43954,southern_us
14040,36052,chinese
870,36215,japanese
34247,1051,korean
24839,46691,indian
28780,9907,southern_us
23512,35028,french
32105,12805,chinese
27450,39499,italian
33043,36251,indian
9317,35607,chinese
34697,48167,irish
26580,16106,chinese
32209,38211,chinese
32787,44389,mexican
28216,41844,chinese
37855,16467,mexican
26753,2741,french
28191,26619,southern_us
22326,33227,chinese
20733,47904,mexican
29964,1267,indian
5031,24506,mexican
25508,48992,greek
17738,4677,chinese
7021,2697,italian
26624,44938,italian
1795,9524,thai
7502,43958,italian
982,44926,italian
24345,43418,italian
3676,46959,mexican
24786,49345,italian
13794,24388,italian
15512,49097,italian
1513,6798,vietnamese
32939,24412,indian
19258,18006,french
8439,42418,italian
23273,48966,italian
13564,19698,japanese
23979,29773,spanish
17222,10516,french
5118,48320,japanese
9485,37817,chinese
28843,2169,british
13765,42769,cajun_creole
32905,31612,italian
25396,3648,indian
2598,45526,greek
1133,3301,italian
25938,9237,italian
24676,45597,chinese
31879,17510,italian
30832,12700,italian
1131,7719,italian
25750,6964,italian
39265,44311,southern_us
18154,215,mexican
28590,28806,southern_us
27809,2239,chinese
6279,1895,chinese
30689,26329,italian
2514,39330,southern_us
33923,8451,italian
2438,8247,italian
9311,33974,greek
25952,21718,british
387,14202,southern_us
25797,10064,chinese
5075,5394,italian
35794,14728,french
28550,27007,italian
39736,39166,french
39741,10115,italian
4507,10903,french
12018,17891,italian
20022,35684,southern_us
21002,35095,vietnamese
21391,37878,mexican
18872,2531,southern_us
32528,34642,thai
17060,23785,mexican
3839,17638,southern_us
27334,24819,greek
1119,6814,italian
7339,49109,british
27096,3311,mexican
17543,47936,mexican
36030,24538,italian
32438,11725,cajun_creole
31240,47889,korean
17382,1375,italian
22357,47571,thai
8480,18963,japanese
17106,42462,southern_us
39771,2238,french
7919,32979,italian
30569,25495,irish
10190,17049,indian
11838,29838,cajun_creole
39191,43527,chinese
23882,9244,indian
14536,29158,cajun_creole
33596,41102,italian
18997,28412,mexican
7673,10651,french
10778,43050,japanese
4723,19371,chinese
7505,14462,italian
12281,14343,italian
27324,7607,italian
14606,12138,southern_us
27027,25968,italian
12901,33065,mexican
18289,42741,french
19856,43417,chinese
9671,29515,italian
30147,30701,chinese
8661,27792,italian
3930,8468,mexican
17165,30755,mexican
29328,16094,indian
157,34248,korean
12022,6187,indian
11676,4028,chinese
14227,2873,italian
1186,27740,greek
33685,7495,filipino
36107,24750,russian
28690,26593,french
30683,24183,mexican
21133,1821,indian
13009,25532,french
3391,32594,mexican
35490,11902,italian
35093,30098,italian
11160,9903,italian
17288,47141,spanish
37365,31841,mexican
9580,23640,french
2312,47312,mexican
7304,17234,french
5485,3459,mexican
796,18219,southern_us
25004,29239,southern_us
38802,47421,southern_us
12343,19140,chinese
13300,31996,southern_us
18115,15382,brazilian
21603,46393,chinese
39386,21627,indian
21574,42633,mexican
31980,26655,indian
27867,43724,italian
25905,19157,french
13983,25296,mexican
17039,48094,italian
33059,30485,thai
39577,31305,greek
17855,19408,indian
861,42535,greek
34155,12228,italian
31658,25565,french
27542,13297,mexican
29459,23718,italian
34016,4690,moroccan
28333,21796,chinese
14667,5905,mexican
25886,32148,chinese
26076,5583,southern_us
7100,3724,french
19846,48962,cajun_creole
1787,22744,french
14959,21626,thai
33613,10737,indian
36975,637,italian
3821,12102,mexican
39642,12803,chinese
16426,20938,french
22070,2024,italian
16519,8689,greek
8622,3181,chinese
17449,31695,cajun_creole
6551,21522,cajun_creole
16716,28104,mexican
6630,40823,filipino
19231,47244,irish
636,6966,chinese
7669,12452,italian
23915,860,thai
12204,34464,italian
10353,41940,british
28982,21590,indian
8555,31956,chinese
10562,1635,mexican
9676,41964,indian
19347,5625,mexican
39022,14049,italian
35174,18051,italian
365,25375,chinese
8513,7618,korean
14696,10020,italian
17720,30488,japanese
21519,5814,southern_us
16060,14369,indian
32480,9322,southern_us
28937,2727,southern_us
10347,47262,italian
20041,35120,italian
1244,13209,mexican
5889,39494,indian
16459,34040,southern_us
647,38361,italian
8308,44109,chinese
27228,47347,french
14308,45302,italian
7773,6659,jamaican
26965,20438,italian
37763,36008,indian
32454,28316,mexican
22252,33434,italian
39383,40624,southern_us
15138,11512,french
29202,46786,british
15353,26341,japanese
22385,16535,italian
11528,23331,mexican
30225,25855,italian
19988,30572,italian
9038,21907,thai
22645,24390,filipino
4818,16600,italian
444,27204,mexican
13551,8589,southern_us
8723,45429,mexican
20980,2119,chinese
17033,7668,indian
38789,6609,mexican
28106,44911,greek
9165,19305,japanese
6803,37732,mexican
36670,38651,italian
27795,37003,italian
10169,30997,italian
23220,24213,cajun_creole
5361,41213,southern_us
2656,27433,indian
9746,1202,indian
16429,43177,thai
32044,3199,cajun_creole
4018,27545,indian
9342,22805,southern_us
10133,24108,indian
9798,20666,mexican
470,36947,mexican
8710,18777,italian
22000,9225,mexican
23740,22005,mexican
33084,4805,korean
16095,17140,cajun_creole
4793,18280,cajun_creole
5567,9405,irish
32807,33519,mexican
1089,16035,brazilian
21931,39009,chinese
16213,40505,italian
3529,3382,mexican
29805,36836,japanese
25549,25898,southern_us
39106,32891,indian
1425,3498,italian
1015,27856,indian
22498,15098,japanese
20784,20074,french
21668,40930,chinese
30584,24948,irish
5525,6118,moroccan
1716,48933,italian
29351,49553,italian
37560,43252,mexican
37266,34313,italian
6993,8862,spanish
4395,17481,french
30519,9959,mexican
21057,41100,italian
20215,10804,italian
5247,42466,french
34129,1789,mexican
18239,40357,french
11310,31742,italian
3887,25611,italian
240,8791,italian
24178,44425,mexican
34062,3749,italian
11246,46220,japanese
37704,10870,chinese
13021,17242,mexican
4227,8069,british
3100,32605,french
24543,19764,filipino
26372,46714,chinese
13066,27422,southern_us
36350,32533,southern_us
37662,25274,indian
15217,41188,cajun_creole
35466,9999,italian
38600,2331,italian
29361,28177,italian
18622,30057,southern_us
1550,195,indian
17739,46136,mexican
7879,33016,cajun_creole
15356,41955,italian
21995,49177,chinese
17933,7558,chinese
35520,10416,chinese
34719,37735,japanese
3896,39621,italian
39283,43537,mexican
14265,9368,filipino
6260,19725,spanish
22709,10531,chinese
9574,31935,french
36231,28924,italian
3336,8124,jamaican
12486,14940,mexican
10770,6281,japanese
12342,46629,chinese
31314,35602,thai
24509,26674,italian
23009,6787,italian
32208,28416,cajun_creole
12781,35171,cajun_creole
588,26760,italian
22004,31275,italian
17633,36798,italian
1785,39655,italian
28573,45339,mexican
35626,44313,japanese
13670,20693,italian
18010,3670,cajun_creole
21452,43328,italian
38170,37929,korean
22802,35774,southern_us
24299,35854,cajun_creole
24022,14878,mexican
11278,17172,french
24206,49127,spanish
26755,22023,southern_us
37964,45121,italian
15404,935,italian
14271,39120,mexican
33568,10239,mexican
4109,27818,korean
6812,16507,greek
10375,2897,southern_us
19708,6823,italian
16564,34747,russian
32822,46567,italian
16615,18054,mexican
6063,30818,filipino
33922,2962,chinese
29179,44199,italian
35648,3256,italian
282,41363,cajun_creole
6733,36048,irish
26448,3178,chinese
17742,5671,spanish
17372,41938,southern_us
27425,34579,moroccan
19957,40137,japanese
35749,13232,italian
1900,5748,italian
5047,45361,mexican
34332,36032,indian
12455,31008,italian
5147,626,french
918,34401,indian
24778,36880,spanish
4186,22913,italian
4556,36369,indian
24842,20887,italian
29251,15281,italian
2844,42352,brazilian
11286,4327,southern_us
2732,10928,southern_us
21330,43548,indian
4632,14916,mexican
13565,19070,indian
35337,27501,greek
19874,36077,british
20210,6726,southern_us
3519,48055,indian
39684,43233,chinese
24430,18236,italian
38156,42211,mexican
17525,16008,chinese
18800,40017,mexican
1227,36586,italian
33999,28290,brazilian
10258,2993,italian
22090,45284,mexican
16158,29107,southern_us
2521,19389,italian
16075,18763,mexican
13823,21721,korean
12328,11839,italian
16400,31894,mexican
25144,6057,italian
23473,31919,italian
16507,24845,southern_us
32687,4557,british
1292,9421,italian
1442,34061,cajun_creole
16377,45082,mexican
23008,5205,mexican
17585,1579,french
1576,43118,french
