,id,cuisine
12950,1752,french
8886,48407,italian
37510,30654,korean
34625,7336,indian
14485,11456,korean
11706,17109,korean
9809,49333,indian
30266,39352,mexican
26814,22177,italian
38531,40762,italian
17545,36439,southern_us
10359,42273,mexican
14173,854,southern_us
12488,37413,italian
285,45423,italian
34595,4871,indian
24166,41658,italian
10633,28178,southern_us
22003,19615,italian
2139,10838,italian
7475,40002,italian
4692,34127,italian
15738,46795,italian
6689,1956,italian
25645,34384,southern_us
1059,29198,mexican
14757,8042,italian
30169,38386,indian
25857,26359,southern_us
1316,20965,indian
9460,47724,southern_us
26734,14997,mexican
5776,45712,filipino
16134,35917,french
11698,14067,italian
15505,42472,indian
3085,20821,indian
34119,23952,mexican
27473,31944,southern_us
7081,2010,italian
29603,8107,italian
24887,43087,french
30562,25750,southern_us
35564,13348,japanese
1368,31736,southern_us
5522,21555,southern_us
18285,12963,southern_us
14032,15298,italian
9409,4863,vietnamese
1538,10828,mexican
9198,3163,southern_us
12737,30949,korean
32120,9442,italian
23129,35344,french
17988,26491,korean
37053,45298,southern_us
12023,10186,korean
36478,21426,italian
13648,5895,cajun_creole
31879,17510,italian
10560,11951,italian
8973,79,korean
5487,3723,korean
24642,1047,italian
7764,17488,italian
6443,38213,indian
21420,24987,italian
16643,47716,southern_us
2669,47025,southern_us
5835,31070,japanese
9225,12457,indian
33744,49197,italian
11058,49463,italian
37616,5359,thai
37087,48153,cajun_creole
38070,18096,italian
37010,26552,thai
24112,39104,italian
35530,14254,korean
37398,28799,italian
10951,47915,italian
12038,40212,mexican
30475,14238,vietnamese
31316,2351,japanese
11635,37595,southern_us
13862,39381,mexican
11558,13997,korean
2641,37213,southern_us
32808,45487,indian
4996,17095,korean
16649,25459,italian
6006,39157,italian
13939,1133,italian
2514,39330,italian
27082,43104,southern_us
31246,26210,irish
34383,1937,italian
26908,37303,southern_us
11930,46921,southern_us
8794,13492,korean
26942,8391,italian
37731,46601,mexican
23033,31124,southern_us
16793,18471,japanese
21510,32908,moroccan
29506,938,korean
7932,46712,italian
19902,37249,korean
586,42438,japanese
12964,42632,italian
9769,5622,italian
555,27258,mexican
7597,45736,italian
3120,43858,korean
7955,7945,southern_us
23081,16760,mexican
5146,42519,korean
2573,10481,southern_us
29625,645,italian
9286,40838,mexican
341,24738,mexican
20079,5523,italian
11,45887,korean
10543,6229,southern_us
16003,1326,greek
19139,42654,mexican
32647,35325,southern_us
31458,13473,southern_us
15197,8721,southern_us
23590,10566,mexican
29412,39492,italian
7634,13455,mexican
34200,33958,southern_us
38646,23603,thai
33057,16220,french
28683,49620,italian
23045,86,indian
4652,7862,italian
18112,13133,korean
17268,23843,italian
370,31903,italian
37207,40919,mexican
38149,39692,italian
16671,35368,mexican
31811,4409,korean
12646,45213,southern_us
23068,15519,indian
16644,9546,thai
14824,31454,southern_us
17442,47600,mexican
11857,44600,southern_us
23615,47799,italian
29773,30473,cajun_creole
29932,39322,mexican
5580,26851,thai
27206,7458,italian
29597,44214,italian
28907,8291,southern_us
30903,39433,cajun_creole
24811,19936,filipino
25826,22253,thai
9435,7857,italian
6956,5816,italian
787,19580,cajun_creole
30057,4248,chinese
15418,45679,mexican
2680,1918,indian
21217,41117,indian
24285,30984,japanese
20205,32422,mexican
32123,33355,brazilian
27946,31523,italian
37694,3453,italian
34618,20547,korean
32785,40965,mexican
1287,46256,southern_us
8400,1813,italian
34013,42626,italian
29482,14574,southern_us
30823,38006,cajun_creole
37178,11964,southern_us
16901,21589,greek
20252,17454,korean
34236,39382,southern_us
19192,16208,italian
24052,7232,korean
1486,23464,italian
13031,33478,italian
27841,46039,mexican
10894,476,southern_us
37078,12075,vietnamese
21159,26140,brazilian
35873,47270,indian
36560,13284,japanese
21841,12367,mexican
22932,33401,southern_us
33003,8582,filipino
28035,233,italian
17351,36389,moroccan
18265,7786,italian
34223,3491,korean
8262,10194,italian
22066,20122,italian
28596,28825,italian
23527,8414,italian
23348,5909,italian
25532,23530,italian
15961,19699,korean
14163,19948,indian
3746,6335,italian
38315,17304,italian
2261,34369,southern_us
19967,28803,southern_us
18876,28833,italian
23731,48072,southern_us
5227,18435,southern_us
25875,46344,cajun_creole
10358,26559,italian
23364,15078,southern_us
33821,21575,italian
28988,2743,korean
22666,15418,italian
1666,4120,southern_us
27393,48642,italian
9979,7693,greek
25944,13664,indian
22092,27622,southern_us
38968,43647,southern_us
18816,40116,cajun_creole
13697,10817,italian
37470,2843,southern_us
24451,13380,mexican
22019,28311,thai
28860,37261,italian
35622,26060,mexican
38671,22192,italian
13804,32292,italian
24406,47676,japanese
