,id,cuisine
7200,8785,cajun_creole
30864,8016,mexican
16163,8296,spanish
16954,32145,french
15243,13507,indian
16619,29206,french
18522,20416,jamaican
34158,44248,southern_us
34094,47516,southern_us
21890,45489,chinese
38334,27758,italian
35496,14392,southern_us
28587,504,japanese
24213,14280,spanish
32208,28416,cajun_creole
35247,12502,jamaican
25806,15581,chinese
4235,49415,chinese
6352,14762,greek
25240,18707,mexican
24900,24036,thai
8228,31057,french
19682,16826,mexican
31544,32967,italian
19816,32905,italian
35453,10756,korean
9046,27944,filipino
673,21178,mexican
1224,21457,greek
31904,28856,irish
39481,30550,mexican
25588,1514,italian
7190,6970,italian
2328,30895,indian
24020,19651,french
19189,15863,indian
23616,11872,italian
34763,48522,cajun_creole
23956,9123,french
19140,10845,italian
20560,34083,italian
38535,47845,indian
15389,18878,indian
26795,15484,japanese
27062,12738,italian
8147,1840,italian
19566,44092,french
19548,30996,irish
10624,46464,thai
4202,27161,indian
23116,42912,indian
11599,25607,indian
37556,5039,mexican
8411,44173,british
719,5125,indian
1558,15231,indian
11716,13895,irish
27865,48222,filipino
37456,42690,moroccan
33323,40682,mexican
21718,27484,italian
38789,6609,mexican
6546,32058,filipino
27637,36751,mexican
27083,20819,chinese
28419,47271,cajun_creole
35097,4369,mexican
23699,2805,irish
14408,20694,irish
28868,48308,chinese
36368,46812,irish
16181,37221,italian
22878,8794,italian
30699,22227,japanese
37039,32388,italian
5682,1330,italian
961,13386,mexican
4294,18406,irish
19265,49482,southern_us
38648,40154,italian
22726,2228,italian
27430,39952,italian
10050,90,southern_us
22806,550,brazilian
30689,26329,southern_us
34530,20396,chinese
14110,14594,greek
5793,13010,korean
27100,25594,italian
37992,1228,thai
19785,13509,irish
38654,23428,italian
35211,21125,mexican
2229,36902,indian
24093,26057,italian
21597,43264,mexican
28010,43596,thai
7871,19450,korean
32064,37184,spanish
38810,44117,mexican
2537,20146,italian
36347,25343,italian
15446,34879,italian
11103,23206,vietnamese
19887,23773,indian
38042,27296,italian
15066,36669,southern_us
27564,28444,japanese
11640,25961,vietnamese
934,25400,italian
13264,13710,italian
9431,34031,moroccan
22437,20341,thai
37192,33366,southern_us
21966,44180,southern_us
12212,7907,irish
8565,10755,thai
15002,25534,mexican
5078,34211,southern_us
36552,40280,chinese
38815,20782,italian
17043,20292,cajun_creole
18960,34242,italian
4565,39294,chinese
22028,28994,british
14330,42232,italian
38055,22424,mexican
14079,39990,jamaican
15573,29191,russian
9019,31811,french
23574,8810,italian
22281,36284,vietnamese
23958,46389,thai
4575,15051,indian
37433,35371,indian
38532,26024,southern_us
32434,29757,southern_us
31120,14671,mexican
19765,8991,vietnamese
4240,28003,korean
10071,6080,french
11873,22708,southern_us
39137,31920,cajun_creole
4430,30153,mexican
35010,8775,korean
33502,25336,indian
8239,15111,italian
17444,35896,indian
1128,31269,greek
33092,46824,southern_us
34910,29896,italian
4525,39985,french
14000,15846,mexican
25449,15898,mexican
23643,8252,indian
36534,48759,jamaican
7096,44343,mexican
15240,32428,french
6183,6161,italian
1621,4713,cajun_creole
8505,38384,mexican
1909,11401,indian
21116,43248,italian
27679,48023,southern_us
9210,22447,mexican
14129,7988,spanish
9807,45372,southern_us
9992,9538,italian
23963,13875,british
30236,48485,cajun_creole
32226,48373,french
31569,49385,italian
