,id,cuisine
33751,29403,italian
12109,48618,thai
26112,7319,italian
17577,10094,indian
37746,27262,mexican
28645,32555,thai
33383,23759,french
38037,12321,russian
10247,10864,southern_us
25711,44823,jamaican
17983,41571,mexican
23884,10915,chinese
6106,48913,french
39219,48192,indian
1204,2487,thai
35760,26576,southern_us
2332,47429,vietnamese
30486,20005,mexican
18036,34664,japanese
3842,36803,indian
15024,34827,indian
28359,2059,mexican
16130,24699,southern_us
29467,16717,irish
5159,15902,british
28818,11163,italian
8632,953,italian
6402,32301,southern_us
12075,43046,cajun_creole
17748,13644,japanese
18559,18890,moroccan
21989,43869,chinese
38640,13610,british
2351,29649,jamaican
2669,47025,french
8561,9862,irish
8936,34028,southern_us
25926,12620,southern_us
22316,39203,spanish
25455,8095,southern_us
34888,3702,korean
31894,3414,chinese
6959,36456,mexican
33905,39428,russian
9579,26753,chinese
17061,37278,vietnamese
27768,44651,mexican
36395,27574,thai
35606,32093,southern_us
39422,43231,southern_us
23155,30527,moroccan
33580,14426,mexican
29684,31869,irish
12160,32855,british
12046,33981,italian
32647,35325,southern_us
24517,21007,italian
4722,8465,korean
849,16140,italian
23224,49457,greek
28213,21640,italian
21251,45680,mexican
37960,43025,mexican
28589,36434,mexican
9669,8574,italian
9080,8271,mexican
16519,8689,greek
18485,31820,chinese
2412,2301,french
13229,14354,indian
20245,22588,italian
15150,3568,mexican
33274,47517,mexican
32557,10986,french
2672,14951,british
21502,6881,thai
33485,45385,italian
22376,34528,italian
28942,27513,southern_us
749,38294,italian
33342,7477,spanish
3178,27108,italian
35598,32880,southern_us
35698,680,greek
13349,14746,southern_us
31313,8847,mexican
20475,12849,italian
1106,44019,mexican
1967,37566,thai
13454,34609,mexican
35516,35356,italian
16592,37419,chinese
24807,19069,greek
27828,44646,jamaican
34510,7764,french
1301,25275,italian
34768,18583,italian
29023,43243,indian
4507,10903,french
3288,23266,indian
38119,33473,french
30971,42552,spanish
10367,48139,indian
22479,21539,southern_us
33205,37573,southern_us
28488,34306,italian
24424,35230,italian
2905,29145,italian
32636,19652,italian
33557,31618,indian
10713,33639,cajun_creole
5111,23353,irish
18262,31669,italian
16628,8393,vietnamese
36499,29991,mexican
27209,30789,chinese
22830,15988,chinese
39613,37510,cajun_creole
