id,cuisine
18009,southern_us
28583,french
41580,italian
29752,cajun_creole
35687,italian
38527,southern_us
19666,mexican
41217,chinese
28753,mexican
22659,british
21749,italian
44967,italian
42969,mexican
44883,italian
20827,southern_us
23196,southern_us
35387,southern_us
33780,southern_us
19001,southern_us
16526,southern_us
42455,japanese
47453,mexican
42478,italian
11885,mexican
16585,italian
29639,italian
26245,thai
38516,chinese
47520,italian
26212,mexican
23696,mexican
14926,thai
13292,italian
27346,chinese
1384,chinese
15959,indian
42297,italian
46235,indian
21181,indian
9809,italian
22982,filipino
23120,chinese
26743,french
12741,mexican
7050,italian
22437,italian
14760,spanish
10649,southern_us
48065,thai
39931,chinese
32935,italian
40142,thai
19103,mexican
38267,italian
30512,italian
3324,chinese
26197,italian
384,japanese
47230,chinese
39748,southern_us
41038,french
24878,mexican
42624,italian
45706,filipino
8874,mexican
23878,greek
47234,vietnamese
24075,thai
46323,italian
22562,italian
11358,italian
9201,indian
38620,jamaican
47638,southern_us
21238,indian
11053,japanese
46602,indian
13937,mexican
21876,southern_us
20798,spanish
24381,chinese
48178,italian
45832,italian
27560,chinese
23247,southern_us
28975,british
43230,greek
9126,italian
13021,cajun_creole
28194,indian
25617,mexican
36125,italian
16454,mexican
1607,chinese
38526,italian
18755,indian
12035,french
16047,greek
15419,italian
16971,indian
31459,southern_us
27888,french
13900,italian
12376,chinese
1658,italian
29431,mexican
22290,italian
28464,italian
37953,korean
20814,italian
35987,mexican
2329,italian
43237,southern_us
30647,french
16675,italian
37722,mexican
32438,chinese
20287,filipino
43296,indian
6237,italian
48560,korean
20810,mexican
34951,italian
31850,mexican
47745,mexican
37815,mexican
9872,italian
5592,italian
27411,vietnamese
39320,italian
40247,southern_us
19792,mexican
40754,italian
14365,mexican
14468,southern_us
47563,mexican
19611,italian
7163,mexican
43069,british
27505,chinese
36500,chinese
25932,southern_us
817,italian
8471,southern_us
48250,southern_us
9413,italian
12097,cajun_creole
8416,italian
5892,italian
676,filipino
47015,chinese
21891,italian
14630,italian
36195,italian
25981,mexican
39964,french
28298,indian
31954,french
26620,mexican
14932,southern_us
47426,french
1038,italian
8077,southern_us
37141,southern_us
45447,southern_us
9624,mexican
45589,southern_us
7265,italian
31844,southern_us
13046,italian
9867,southern_us
29184,italian
34783,italian
2823,vietnamese
18932,mexican
11112,mexican
12859,thai
9365,italian
44516,southern_us
18193,southern_us
46545,italian
9900,italian
14815,mexican
39690,italian
22193,southern_us
11739,italian
27311,chinese
36920,indian
7861,southern_us
29248,greek
43142,mexican
7574,japanese
8610,mexican
989,italian
46926,mexican
40816,mexican
39726,chinese
42229,southern_us
10474,italian
22140,mexican
31985,indian
46165,japanese
20860,italian
42494,italian
15968,italian
20484,thai
26661,indian
47182,mexican
22528,southern_us
3861,mexican
1203,french
45040,french
33287,indian
10097,french
42005,mexican
12423,spanish
39613,southern_us
30276,southern_us
18686,mexican
3031,southern_us
40093,italian
182,italian
46591,mexican
4092,chinese
13722,southern_us
44575,italian
14989,italian
13270,italian
25529,italian
12140,indian
23127,mexican
13523,italian
41270,italian
8362,chinese
11735,mexican
27935,italian
28198,mexican
37765,mexican
33856,italian
30198,italian
42521,italian
21567,italian
36995,greek
24967,thai
45002,greek
48925,italian
36914,russian
2280,southern_us
14729,mexican
4594,italian
2237,mexican
45631,mexican
2317,chinese
23079,spanish
29333,italian
48066,indian
15737,italian
30580,italian
1119,mexican
46336,indian
5026,italian
10749,indian
31020,mexican
30805,southern_us
27653,japanese
35060,mexican
39174,greek
49509,italian
31784,french
31408,italian
36029,mexican
11045,italian
6561,southern_us
26992,french
31179,southern_us
35099,mexican
11018,chinese
17930,mexican
21302,italian
46352,chinese
25132,mexican
7010,mexican
25850,southern_us
19601,italian
7935,italian
34994,italian
25113,italian
45523,italian
34977,southern_us
7124,southern_us
27514,southern_us
27178,mexican
47880,chinese
29197,southern_us
16347,french
20333,mexican
29112,filipino
7510,italian
13897,italian
35699,moroccan
20520,mexican
38920,mexican
21775,indian
37475,japanese
40131,italian
1939,mexican
48268,indian
34815,southern_us
13797,italian
39063,chinese
29064,chinese
26896,italian
29477,french
3352,french
4966,mexican
7316,italian
23879,mexican
16525,italian
32843,italian
39574,mexican
32737,indian
44788,filipino
28772,italian
34189,mexican
33719,spanish
25846,indian
1423,indian
4328,chinese
579,french
5219,indian
2314,italian
31143,italian
13409,chinese
3281,greek
15804,filipino
40835,cajun_creole
39262,chinese
37013,indian
14807,jamaican
47956,filipino
2580,mexican
13720,chinese
23008,chinese
5951,greek
39312,mexican
6176,southern_us
17617,chinese
57,mexican
43422,indian
49403,british
44751,french
21865,mexican
26584,mexican
39355,korean
14038,mexican
45396,mexican
49715,mexican
41515,thai
30445,italian
4090,mexican
17207,thai
40376,italian
19398,italian
22347,mexican
49671,mexican
40854,italian
926,chinese
47919,mexican
20571,italian
18866,southern_us
48742,mexican
14577,italian
29481,italian
40996,italian
34470,moroccan
31147,mexican
35932,italian
27221,italian
48301,italian
29925,filipino
48640,thai
22873,spanish
10565,mexican
15509,italian
37569,southern_us
13306,chinese
40474,italian
15182,southern_us
8609,chinese
32168,southern_us
1125,mexican
25244,italian
46889,chinese
13841,chinese
47135,indian
29036,indian
43533,chinese
41631,southern_us
22124,italian
18836,cajun_creole
35695,french
5141,indian
41894,moroccan
4972,italian
34195,vietnamese
14183,southern_us
15188,indian
8734,italian
30946,italian
5588,southern_us
49554,french
1270,indian
1259,vietnamese
45986,southern_us
22351,french
300,mexican
9278,southern_us
10021,mexican
17014,italian
40855,italian
18362,southern_us
16292,chinese
29924,southern_us
47174,mexican
4856,italian
15417,italian
19875,french
42228,indian
36264,mexican
14571,southern_us
23496,italian
43879,mexican
23431,indian
5499,italian
247,southern_us
48795,indian
47113,italian
489,mexican
13036,japanese
4838,italian
40630,indian
17576,italian
29972,indian
8123,indian
35918,southern_us
42669,italian
24632,southern_us
35740,mexican
45670,italian
28041,filipino
46688,chinese
10309,thai
15367,mexican
30562,southern_us
47151,mexican
47300,vietnamese
31200,mexican
5749,southern_us
41807,french
13990,mexican
23572,italian
872,southern_us
38085,vietnamese
5248,italian
26309,southern_us
26880,mexican
41559,mexican
8059,southern_us
26041,thai
30019,indian
7207,indian
30309,french
2092,french
8023,chinese
4016,italian
24631,italian
35068,southern_us
8523,mexican
28463,italian
8629,cajun_creole
43829,cajun_creole
22129,italian
34505,chinese
38200,chinese
36513,chinese
32187,italian
7788,southern_us
31130,thai
40483,italian
2224,filipino
14143,italian
22889,mexican
17406,chinese
10451,chinese
19844,mexican
23416,french
33874,french
39951,italian
41361,mexican
44659,indian
8836,italian
21709,indian
22993,mexican
39191,southern_us
17182,mexican
20507,korean
42397,italian
18897,italian
3797,thai
11041,mexican
807,chinese
3514,italian
12936,mexican
15050,british
43377,french
10471,chinese
30721,mexican
14333,indian
6260,chinese
7712,southern_us
19048,southern_us
21455,mexican
18575,southern_us
47647,southern_us
35947,mexican
14499,italian
43525,greek
5723,italian
48497,italian
43822,southern_us
525,spanish
30594,mexican
47948,southern_us
2099,indian
43863,mexican
24711,mexican
15230,indian
21680,indian
36218,mexican
41622,chinese
34809,italian
5110,italian
27214,italian
34803,filipino
36822,indian
6912,indian
20373,french
29157,french
6327,mexican
