,id,cuisine
20285,38634,british
14673,9789,southern_us
17084,11502,indian
18764,861,southern_us
5050,31199,cajun_creole
10823,16105,japanese
186,18031,greek
3037,26412,italian
20933,19033,southern_us
7148,46513,italian
31682,45630,moroccan
9463,11366,french
20294,19868,japanese
26281,32252,italian
39713,46216,italian
12391,8926,italian
9452,29768,indian
6752,15208,southern_us
23279,48767,cajun_creole
15895,34770,spanish
35934,45286,southern_us
429,39904,greek
19195,40133,indian
400,45037,greek
38744,29854,southern_us
37381,34575,italian
29419,25480,spanish
6225,42210,spanish
18428,6656,indian
6195,5068,jamaican
5505,19767,irish
34811,2939,indian
16824,1145,indian
14842,35215,chinese
4248,32269,mexican
34196,35997,spanish
7268,40863,italian
38153,40310,irish
11190,13559,thai
136,27869,indian
26282,36124,greek
21079,43124,indian
34161,26958,french
27393,48642,italian
31649,35108,chinese
3439,7063,mexican
24350,40710,southern_us
33342,7477,italian
28977,45382,indian
28395,43227,italian
14630,49710,spanish
30593,20377,italian
22073,38948,japanese
23213,5705,italian
23643,8252,indian
14418,39416,indian
14373,282,japanese
35514,9229,vietnamese
9556,33891,french
29969,41398,italian
38517,31561,mexican
17968,2912,mexican
38459,22183,spanish
16549,22593,japanese
37985,49248,chinese
18798,43182,mexican
34361,43576,chinese
22188,18296,mexican
6893,34116,filipino
471,28056,british
13159,25133,chinese
38232,1155,japanese
20325,12409,italian
39096,8904,cajun_creole
28498,37842,cajun_creole
39044,20103,italian
35519,22007,british
38131,8858,jamaican
4280,41810,mexican
15584,7275,southern_us
27656,34699,chinese
5827,32587,southern_us
15543,15893,mexican
21070,40756,italian
15172,8558,moroccan
13406,910,brazilian
13253,33694,moroccan
3992,44789,italian
286,31462,italian
4753,32386,british
9128,23901,southern_us
32250,24474,korean
20514,21328,chinese
20662,5665,british
13101,20731,greek
36304,14973,cajun_creole
5819,34012,moroccan
17391,37900,chinese
38850,47167,chinese
2510,22882,italian
18579,44551,greek
39058,48466,italian
16388,26293,cajun_creole
14221,1172,southern_us
29696,5750,indian
1278,11659,cajun_creole
27564,28444,japanese
30244,33801,italian
39003,21816,thai
27880,4291,italian
23129,35344,southern_us
20974,13073,chinese
35962,34761,mexican
2871,43421,spanish
19393,2886,mexican
37457,12443,italian
23444,16722,southern_us
26972,28930,indian
19218,20305,chinese
28298,37338,chinese
18771,27049,cajun_creole
35783,8389,mexican
29782,25758,indian
925,7795,japanese
4355,41189,greek
25107,45220,chinese
5430,24055,french
5240,45072,french
10730,30257,southern_us
5445,16218,french
12869,3049,greek
24625,37561,japanese
22281,36284,indian
27473,31944,southern_us
13371,34808,french
31035,46141,filipino
513,2799,irish
36613,39785,mexican
30981,32766,moroccan
25939,34648,russian
1732,43279,cajun_creole
15514,39558,filipino
12534,16065,italian
18071,38274,british
34778,14054,mexican
29772,39615,thai
25418,21428,indian
17239,14021,vietnamese
32283,24720,french
4246,9223,mexican
25211,26533,mexican
26265,30096,chinese
1801,26453,mexican
1972,4766,filipino
12121,24974,moroccan
33855,9447,italian
1586,46189,british
1803,42293,southern_us
21479,9074,brazilian
19475,19604,mexican
11876,44263,italian
10719,32211,filipino
23261,16689,cajun_creole
23877,91,greek
16596,23520,indian
778,39356,southern_us
21099,28844,irish
7049,44628,french
29140,15588,chinese
27271,45023,chinese
13325,41432,southern_us
26997,15124,spanish
28295,21402,mexican
987,9593,mexican
3008,13496,filipino
36109,28162,italian
19932,31938,korean
37640,37162,chinese
18992,28128,cajun_creole
31629,27533,korean
15536,48471,italian
22230,27924,mexican
10917,8674,thai
31672,27912,italian
16606,8525,moroccan
34957,24147,french
36505,7762,indian
31787,25217,chinese
20878,34749,cajun_creole
26666,13251,mexican
30107,18117,mexican
17958,26885,mexican
3114,4919,mexican
36957,19895,russian
28419,47271,chinese
12821,5191,japanese
34940,24164,italian
12611,9285,british
31818,5278,italian
1304,33191,french
3304,38877,chinese
30659,24196,italian
39554,28495,italian
8548,48015,chinese
18949,46038,italian
9716,23830,italian
31263,6541,irish
6249,1562,italian
20058,28831,spanish
22180,9250,mexican
38728,27468,mexican
34605,40089,italian
33414,22923,italian
36676,11871,indian
32179,8477,southern_us
10057,6473,italian
4473,16645,cajun_creole
10303,35114,french
33574,46586,mexican
26760,44997,mexican
20740,3727,southern_us
393,9852,mexican
25678,19742,japanese
38427,17549,vietnamese
21642,2984,mexican
8674,45211,greek
26280,6088,mexican
12778,44312,italian
33445,9027,korean
4643,27361,indian
8296,26945,brazilian
2375,31185,cajun_creole
18127,31136,mexican
32503,31086,italian
14050,44307,french
20805,15343,mexican
13305,5777,vietnamese
37552,33052,vietnamese
15189,8942,japanese
16564,34747,italian
15530,46789,italian
22766,49216,vietnamese
34898,6162,korean
34141,22413,mexican
11420,21,indian
21420,24987,japanese
3189,28027,irish
11193,39505,italian
1188,22757,southern_us
31147,16458,indian
10263,3484,italian
3776,15663,mexican
10799,9,southern_us
10820,23618,japanese
27411,234,irish
24867,6065,mexican
28076,46903,southern_us
16004,23111,filipino
31997,28288,french
15945,36378,irish
680,30184,greek
28589,36434,italian
6297,1292,italian
958,43131,mexican
12889,14972,korean
12709,49108,southern_us
29438,22318,british
9193,12162,mexican
37348,39268,french
24357,19361,vietnamese
1912,13619,italian
5561,39502,mexican
8986,17633,french
19138,37931,southern_us
35884,21741,french
20279,45392,vietnamese
30385,32937,italian
26260,16156,indian
24168,17097,chinese
19815,43750,italian
35496,14392,french
38789,6609,mexican
13785,10728,thai
2552,39048,italian
39724,15176,indian
20060,849,italian
9405,4902,french
6967,24074,korean
16165,19707,greek
16268,44586,japanese
4584,35439,french
34108,33690,italian
9906,19718,moroccan
12078,9870,italian
28518,38524,russian
873,10378,indian
27974,33372,mexican
5684,7789,spanish
32812,19462,southern_us
12010,17241,moroccan
12519,8065,french
3078,11609,french
38140,19064,indian
3091,34553,russian
25168,33307,british
4323,42227,korean
37196,3810,greek
13094,29844,mexican
12002,7690,japanese
25248,39049,british
32448,3998,italian
29381,2312,mexican
1066,24843,british
22965,8814,italian
34402,20455,italian
5899,16994,korean
6816,28553,indian
25700,31478,mexican
9871,40921,irish
9502,46956,brazilian
21309,10352,vietnamese
29759,36900,italian
29080,46798,mexican
21627,42012,french
18329,38095,chinese
18796,17296,brazilian
