,id,cuisine
34981,1164,chinese
25048,15426,japanese
5090,10790,indian
31325,7258,chinese
14030,38733,french
31928,18838,mexican
30754,40319,southern_us
25223,25602,southern_us
29225,24713,chinese
20311,29528,indian
19050,783,italian
31733,22685,southern_us
13551,8589,italian
11810,2341,mexican
31033,3346,indian
22007,19104,italian
32095,17550,chinese
28126,3507,french
27422,49115,thai
23380,43300,chinese
695,48354,greek
2118,1067,french
34394,36213,italian
6466,6932,irish
36661,17914,chinese
9031,43709,mexican
33956,1472,italian
1942,16551,italian
38081,30538,southern_us
23668,12359,chinese
37322,35159,mexican
16898,31592,cajun_creole
31989,1528,mexican
24047,41426,mexican
21234,45502,italian
29823,22384,italian
23994,25260,indian
1996,10891,vietnamese
26162,14725,southern_us
478,29168,indian
21676,1386,indian
23259,22084,mexican
39099,46312,indian
1228,47802,italian
10829,21174,vietnamese
7476,1883,cajun_creole
26384,30489,indian
38713,38518,moroccan
37534,18220,cajun_creole
31283,5042,moroccan
13909,17736,mexican
2157,5435,chinese
10063,41463,thai
3016,2536,italian
30905,32232,indian
23528,28193,italian
18351,16030,southern_us
18186,26369,cajun_creole
34458,13785,korean
30361,6132,indian
6929,49188,mexican
9554,33823,filipino
34203,48090,southern_us
6730,16770,french
32753,25522,spanish
11848,7367,chinese
4589,11570,greek
28036,22792,vietnamese
2154,29193,mexican
24613,36650,mexican
24615,12116,southern_us
6307,36717,korean
7983,41330,indian
33974,41266,vietnamese
13805,39497,chinese
31592,28546,mexican
23713,3616,chinese
18898,17394,southern_us
28116,43551,southern_us
26581,8976,chinese
5205,47603,chinese
24179,35819,italian
4642,13099,indian
34667,24544,southern_us
474,16520,french
1330,11130,japanese
29142,40202,italian
38486,9090,italian
9460,47724,jamaican
18842,43163,french
28819,16570,mexican
2450,18668,japanese
21191,2398,italian
24858,12262,chinese
14017,29917,southern_us
19297,35712,japanese
24368,23373,korean
13993,39706,mexican
16917,6370,italian
2394,45939,greek
25954,16386,southern_us
30526,2432,korean
31588,9364,mexican
34043,6790,indian
27618,7380,chinese
6580,11174,italian
10121,20828,french
29849,27348,mexican
5606,11519,cajun_creole
13345,27561,italian
19816,32905,italian
23600,48862,italian
3719,4285,thai
31805,27519,southern_us
14679,12668,indian
28795,43607,mexican
12747,20689,italian
9097,31883,italian
22546,204,italian
32785,40965,mexican
3826,40499,italian
28304,3642,italian
26401,23831,italian
24074,48922,cajun_creole
21907,14383,mexican
37433,35371,indian
11112,17824,southern_us
16992,41238,italian
33442,25677,italian
38849,9036,british
7629,35590,italian
11318,25986,mexican
31897,21820,mexican
29950,8464,cajun_creole
11765,16024,italian
14418,39416,indian
14127,8067,southern_us
9287,281,mexican
35071,47478,indian
25184,28476,southern_us
9824,18877,southern_us
26567,28235,italian
18400,42776,mexican
14432,15026,italian
14562,28240,southern_us
8287,39526,mexican
31828,38145,french
6286,33186,mexican
32094,28472,southern_us
24141,27231,vietnamese
3222,20833,indian
32482,25177,japanese
15668,39566,italian
1952,30347,indian
28287,49067,southern_us
1778,12625,jamaican
28956,38557,southern_us
10648,17517,southern_us
21106,30728,italian
2556,21008,italian
30995,32355,japanese
7200,8785,cajun_creole
18385,3452,southern_us
23135,27297,mexican
27617,15332,mexican
30509,32698,southern_us
4907,9830,thai
33701,16286,french
23556,21581,southern_us
17209,9965,italian
9268,24851,mexican
33342,7477,italian
25320,14191,indian
31740,32487,french
39416,6498,italian
32917,35855,mexican
7336,17298,indian
28310,28654,japanese
24281,30732,mexican
31751,31461,mexican
16872,30450,thai
32387,44895,filipino
9040,48896,moroccan
6085,17674,korean
12064,19887,indian
31643,26146,italian
32344,31775,indian
20408,21087,southern_us
35973,15813,jamaican
5934,42573,italian
22148,12436,italian
31598,28698,indian
37186,335,indian
18228,1191,cajun_creole
34857,5793,mexican
33973,45367,japanese
2187,35121,moroccan
4416,7478,italian
1121,20097,mexican
29255,31002,italian
17816,7623,japanese
33884,7777,vietnamese
9678,5682,greek
29998,47351,indian
479,22461,chinese
861,42535,italian
27779,75,indian
7466,44195,italian
34206,28324,mexican
804,30304,italian
39711,23322,mexican
35404,44814,italian
16859,32735,spanish
22291,6146,mexican
10783,4521,italian
37800,20748,mexican
34854,40193,italian
19820,10971,italian
16392,35504,chinese
21619,10060,chinese
2182,248,chinese
26469,5567,vietnamese
24744,29285,italian
34999,15987,italian
28307,11152,indian
32075,5140,greek
12267,26230,mexican
37792,31724,french
6404,30319,italian
19193,34488,italian
414,35302,cajun_creole
35469,39413,thai
13819,20148,mexican
28001,39948,indian
6164,23708,chinese
13562,19396,italian
15655,152,mexican
32187,49320,chinese
30314,17252,indian
26864,9779,southern_us
18675,1695,italian
38260,24563,cajun_creole
23273,48966,italian
7930,23125,french
20652,48263,indian
4048,46281,korean
27945,20978,mexican
20225,48315,italian
25711,44823,chinese
7660,33873,greek
1931,27474,italian
26119,48857,mexican
11171,677,southern_us
11441,20594,italian
17041,5354,italian
31881,12295,greek
38370,28199,southern_us
20583,45860,indian
26432,16134,japanese
15846,13323,vietnamese
24707,33226,japanese
20728,41922,jamaican
22284,29814,mexican
35651,28667,chinese
18761,2387,southern_us
17160,41295,cajun_creole
34047,19528,mexican
13231,24118,french
6901,12697,italian
18605,9404,indian
18182,21270,italian
30078,9222,italian
12234,10295,mexican
31954,5096,cajun_creole
26131,37712,italian
2351,29649,jamaican
33104,16877,filipino
39618,20188,italian
29310,30573,cajun_creole
17730,21135,mexican
21829,18192,italian
9936,27671,mexican
632,28232,greek
17334,29523,italian
7826,3854,chinese
74,8820,italian
12668,41447,french
26816,31417,mexican
12263,19203,vietnamese
29844,22763,filipino
18161,20443,chinese
30723,19569,southern_us
28616,13006,southern_us
29319,18993,italian
8476,45535,italian
28003,9081,french
15212,40687,mexican
6745,12525,cajun_creole
39232,2992,italian
2852,13884,italian
37202,45703,mexican
30718,16061,southern_us
26621,9669,mexican
27450,39499,italian
1032,33542,spanish
35471,14116,mexican
14967,36034,indian
910,15018,chinese
11456,49294,french
14077,30666,chinese
34015,26235,southern_us
16256,43526,chinese
14869,8962,mexican
27178,10411,mexican
27317,47051,italian
25926,12620,southern_us
22186,7089,moroccan
14467,22518,italian
33222,5009,italian
19821,47753,italian
32447,3089,italian
39324,2458,southern_us
29841,10120,indian
31807,17923,italian
17612,12179,italian
37455,9141,italian
12145,38036,southern_us
35985,26521,mexican
27563,34862,mexican
29232,5871,southern_us
27400,48940,mexican
24026,8639,italian
25527,25567,mexican
2734,16209,chinese
13110,6809,italian
23204,40908,indian
18922,6310,italian
2997,4088,italian
23754,49661,italian
15609,48295,indian
14053,6354,italian
28649,23882,mexican
36172,2087,chinese
26980,44298,southern_us
3549,11987,british
8055,45902,greek
12377,3381,mexican
4612,4963,italian
28573,45339,mexican
34145,487,southern_us
7590,37136,moroccan
8017,41022,filipino
20631,21237,mexican
29790,46647,mexican
14034,48206,mexican
38931,15292,mexican
21767,31916,southern_us
753,9651,mexican
38517,31561,mexican
29173,10988,french
12364,18244,cajun_creole
24172,44322,italian
19403,613,japanese
1609,19705,italian
1876,23602,italian
8245,46447,italian
33095,13839,italian
15369,19785,southern_us
13538,48919,southern_us
14615,9400,southern_us
13440,517,mexican
35265,43657,mexican
9237,6144,indian
24456,10298,indian
36173,47984,indian
26367,11033,southern_us
39342,27521,mexican
23798,32909,italian
35918,22740,mexican
28952,24332,italian
38576,14770,italian
37279,2597,chinese
21988,14937,cajun_creole
15874,35233,southern_us
3218,25192,mexican
4165,35727,mexican
35622,26060,indian
19372,14789,mexican
7491,21037,italian
16568,46350,thai
25627,38258,vietnamese
4608,7865,vietnamese
2954,5619,italian
5796,44985,italian
38365,42547,italian
30548,4645,southern_us
18265,7786,italian
37481,46053,italian
33117,2392,vietnamese
10323,27009,italian
25065,33518,italian
32341,45825,chinese
26448,3178,chinese
34331,22922,southern_us
10549,16898,japanese
36294,25655,cajun_creole
14785,14325,indian
35299,42068,mexican
38143,36614,thai
17647,43391,southern_us
35744,10708,indian
36298,35915,indian
25233,9734,italian
20773,21947,irish
26714,35566,italian
12642,1875,southern_us
1210,14432,mexican
1991,22033,italian
16502,936,mexican
25094,16243,indian
36984,48721,italian
9158,48494,italian
29836,31384,japanese
29073,17869,italian
3085,20821,indian
25172,28006,italian
20418,44956,italian
20201,37373,italian
2437,41049,italian
34401,40126,italian
2229,36902,indian
11495,43245,indian
35376,8316,mexican
25804,29121,southern_us
34600,17855,chinese
31182,5752,italian
30048,13465,french
5794,37518,italian
22576,25021,italian
3383,1348,italian
8062,42334,vietnamese
13462,45134,cajun_creole
1744,37830,mexican
25328,13638,southern_us
3269,6363,italian
26931,44844,chinese
22230,27924,thai
34217,20926,italian
15169,11853,indian
8918,7724,italian
14461,39459,mexican
4422,16759,indian
10547,40024,moroccan
19770,3353,italian
19345,25885,italian
15601,1398,mexican
11212,23800,southern_us
33578,6728,french
19999,38071,mexican
11332,14040,thai
9549,20496,southern_us
4732,29287,filipino
34557,9129,french
29599,43496,filipino
22653,32727,mexican
2908,29826,brazilian
4932,23258,southern_us
19560,19334,italian
3008,13496,filipino
31208,35449,mexican
31010,5290,southern_us
18348,23840,vietnamese
10615,47977,indian
36027,33272,japanese
38654,23428,italian
5843,10534,mexican
39409,20970,indian
15191,19510,spanish
27908,9414,french
21766,43166,mexican
36192,9542,mexican
14185,13687,chinese
32311,14871,vietnamese
2294,40880,mexican
960,28881,french
30306,40435,chinese
35440,6989,italian
9771,31164,southern_us
36381,46477,italian
33803,47547,southern_us
37796,11251,southern_us
17750,17134,indian
31064,48789,mexican
38268,7776,cajun_creole
2910,24869,chinese
7266,17078,italian
9729,10669,vietnamese
7061,13961,southern_us
4728,23529,southern_us
25863,1175,southern_us
1640,4130,french
16855,40381,indian
9124,13853,mexican
5770,35858,italian
39586,49636,british
22908,36453,mexican
20047,6933,italian
9365,44697,japanese
30658,29214,italian
13837,27122,mexican
26749,24994,mexican
21566,18948,mexican
17831,14796,indian
37295,14076,italian
4309,30936,italian
31143,13319,cajun_creole
2756,5475,thai
24325,38770,chinese
28719,13194,italian
26826,43953,italian
6871,20259,southern_us
24317,18037,spanish
36508,48067,mexican
30131,455,mexican
10552,45466,japanese
26807,37309,italian
9973,22667,italian
19541,33297,mexican
750,25791,french
889,40128,chinese
21210,42394,italian
30849,44855,italian
26804,38080,indian
8546,33880,cajun_creole
35649,2091,indian
30823,38006,russian
15856,15629,indian
23900,43356,french
13673,9234,indian
497,17815,italian
7780,44128,italian
16840,12108,italian
23961,16160,southern_us
14169,19547,mexican
12832,45675,french
25121,8514,russian
24329,29624,thai
15031,6468,southern_us
26866,22158,southern_us
13717,12327,mexican
14930,28274,korean
34367,46361,chinese
23566,11752,italian
6222,24305,mexican
35840,15201,indian
31498,28411,southern_us
37275,30100,chinese
21464,38875,indian
39558,41942,southern_us
280,4114,mexican
25860,18173,mexican
33539,23216,italian
28411,42907,indian
33863,36162,thai
1647,34697,italian
26724,20332,french
39248,147,indian
11285,30141,chinese
9870,41837,filipino
16492,43823,italian
11797,39759,italian
26870,33210,french
2425,5988,korean
25403,34261,thai
35425,46928,southern_us
20148,33495,mexican
23494,21333,japanese
14770,27127,thai
34595,4871,thai
26908,37303,southern_us
34704,37821,italian
36123,3022,mexican
14830,1149,chinese
16750,2661,italian
38750,35906,southern_us
1113,46868,french
8023,33966,southern_us
30787,35429,southern_us
27226,16599,southern_us
39522,44737,italian
27288,13549,mexican
9358,3645,italian
31128,36666,italian
5035,47911,korean
32620,42171,italian
35449,3944,cajun_creole
7695,34986,cajun_creole
9886,49363,italian
9263,6255,southern_us
5774,9818,chinese
14334,33270,chinese
36571,1171,mexican
73,24568,italian
28691,36409,french
38481,48311,mexican
7008,13535,chinese
26486,41147,chinese
12206,13045,mexican
29397,36053,italian
32377,33166,indian
23075,46027,irish
22123,20923,mexican
10884,11630,indian
27445,46918,italian
21556,46364,filipino
29284,3087,chinese
12042,21348,french
36954,15101,vietnamese
11883,18410,thai
29498,16431,spanish
9807,45372,southern_us
13584,3062,indian
3523,13242,italian
29594,37648,southern_us
12749,25437,thai
32582,19182,french
2769,27825,french
17611,44137,italian
12986,19645,italian
31548,4344,italian
8135,17558,italian
34262,889,italian
24759,9905,chinese
22031,8947,southern_us
25792,29798,french
13399,5342,korean
12633,18553,thai
13552,45264,italian
18714,13313,southern_us
37169,44228,italian
8781,48428,italian
36854,27137,jamaican
16981,34537,mexican
4739,40873,french
13052,48802,italian
6570,43557,mexican
29151,5147,mexican
1234,22231,southern_us
8857,23047,southern_us
37357,42630,southern_us
27351,36868,indian
15479,22372,russian
6269,19497,italian
17074,24264,italian
21485,12834,chinese
21716,41051,indian
16545,40151,french
14206,1771,italian
48,4499,italian
36314,38678,japanese
39189,2722,french
33323,40682,mexican
15802,1839,greek
30898,5046,japanese
22338,16234,french
33576,26046,italian
23345,8798,mexican
6493,44292,mexican
38061,39731,southern_us
16798,24910,mexican
12549,34255,italian
16291,35290,korean
26262,2477,italian
21334,42359,indian
19921,29016,italian
38116,6122,italian
25055,25837,indian
30782,4757,thai
2470,5143,french
1693,21110,irish
8195,6683,mexican
9516,31812,mexican
37851,44576,greek
25511,25823,southern_us
35474,40773,indian
27183,37862,thai
20423,45,southern_us
39012,23186,indian
36067,44497,italian
21274,31309,thai
9068,24209,french
27165,886,filipino
21148,43459,moroccan
8794,13492,chinese
6501,25991,thai
4736,27044,indian
31784,14013,cajun_creole
17407,9477,italian
12661,44112,mexican
22678,31645,italian
25721,12190,indian
229,17188,mexican
17165,30755,mexican
36814,40972,thai
11345,7240,japanese
4293,22203,indian
11010,24262,korean
8043,44502,mexican
16322,24897,thai
37006,20434,italian
30009,45044,southern_us
30530,8583,italian
16331,22132,southern_us
3201,16817,indian
36454,15520,italian
452,41282,italian
10574,46498,cajun_creole
38494,36985,italian
38046,7157,mexican
26501,34656,vietnamese
27480,19208,chinese
921,22394,cajun_creole
